url	ns	type	id	name	description	code	graphdl	predicate	object	preposition	complement	confidence	occupations	occupationCount
https://tasks.org.ai/Perform_emergency_duties_to_protect_human_life,_government_property,_and_natural_features_of_park.	tasks.org.ai	Task	Perform_emergency_duties_to_protect_human_life,_government_property,_and_natural_features_of_park.	Perform emergency duties to protect human life, government property, and natural features of park.	Perform emergency duties to protect human life, government property, and natural features of park.	3689	Perform.emergency.duties.to.human.life	Perform	emergency duties	to	human life	1	https://onet.org.ai/Task/3689	1
https://tasks.org.ai/Train_staff_on_park_programs.	tasks.org.ai	Task	Train_staff_on_park_programs.	Train staff on park programs.	Train staff on park programs.	23959	Train.staff.on.park	Train	staff	on	park	1	https://onet.org.ai/Task/23959	1
https://tasks.org.ai/Develop_environmental_educational_programs_and_curricula_for_schools.	tasks.org.ai	Task	Develop_environmental_educational_programs_and_curricula_for_schools.	Develop environmental educational programs and curricula for schools.	Develop environmental educational programs and curricula for schools.	20867	Develop.environmental.EducationalPrograms.and.curricula.for.schools [Develop.environmental.EducationalPrograms.for.schools,Develop.curricula.for.schools]	Develop	environmental EducationalPrograms and curricula	for	schools	1	https://onet.org.ai/Task/20867	1
https://tasks.org.ai/Construct_historical,_scientific,_and_nature_visitor-center_displays.	tasks.org.ai	Task	Construct_historical,_scientific,_and_nature_visitor-center_displays.	Construct historical, scientific, and nature visitor-center displays.	Construct historical, scientific, and nature visitor-center displays.	3695	Construct.historical	Construct	historical			1	https://onet.org.ai/Task/3695	1
https://tasks.org.ai/Research_stories_regarding_the_area's_natural_history_or_environment.	tasks.org.ai	Task	Research_stories_regarding_the_area's_natural_history_or_environment.	Research stories regarding the area's natural history or environment.	Research stories regarding the area's natural history or environment.	3696	Research.stories.regarding.area's.natural.history.environment	Research	stories	regarding	area's natural history environment	1	https://onet.org.ai/Task/3696	1
https://tasks.org.ai/Prepare_brochures_and_write_newspaper_articles.	tasks.org.ai	Task	Prepare_brochures_and_write_newspaper_articles.	Prepare brochures and write newspaper articles.	Prepare brochures and write newspaper articles.	3694	Prepare.brochures.and.write.newspaper.articles [Prepare.brochures,Prepare.write.newspaper.articles]	Prepare	brochures and write newspaper articles			1	https://onet.org.ai/Task/3694	1
https://tasks.org.ai/Compile_and_maintain_official_park_photographic_and_information_files.	tasks.org.ai	Task	Compile_and_maintain_official_park_photographic_and_information_files.	Compile and maintain official park photographic and information files.	Compile and maintain official park photographic and information files.	3698	Compile.maintain.official.park.photographic.and.information.files. [Compile.official.park.photographic.and.information.files,maintain.official.park.photographic.and.information.files]	Compile	maintain official park photographic and information files.			1	https://onet.org.ai/Task/3698	1
https://tasks.org.ai/Take_photographs_and_motion_pictures_for_use_in_lectures_and_publications_and_to_develop_displays.	tasks.org.ai	Task	Take_photographs_and_motion_pictures_for_use_in_lectures_and_publications_and_to_develop_displays.	Take photographs and motion pictures for use in lectures and publications and to develop displays.	Take photographs and motion pictures for use in lectures and publications and to develop displays.	3699	Take.photographs.and.motion.pictures.for.lectures.publications [Take.photographs.for.lectures.publications,Take.motion.pictures.for.lectures.publications]	Take	photographs and motion pictures	for	lectures publications	1	https://onet.org.ai/Task/3699	1
https://tasks.org.ai/Plan_and_develop_audio-visual_devices_for_public_programs.	tasks.org.ai	Task	Plan_and_develop_audio-visual_devices_for_public_programs.	Plan and develop audio-visual devices for public programs.	Plan and develop audio-visual devices for public programs.	3701	Plan.develop.audio-visual.devices.for.public.programs. [Plan.audio,develop.audio]	Plan	develop audio-visual devices for public programs.			1	https://onet.org.ai/Task/3701	1
https://tasks.org.ai/Perform_routine_maintenance_on_park_structures.	tasks.org.ai	Task	Perform_routine_maintenance_on_park_structures.	Perform routine maintenance on park structures.	Perform routine maintenance on park structures.	3693	Perform.routine.maintenance.on.park.structures	Perform	routine maintenance	on	park structures	1	https://onet.org.ai/Task/3693	1
https://tasks.org.ai/Provide_care_for_park_program_animals.	tasks.org.ai	Task	Provide_care_for_park_program_animals.	Provide care for park program animals.	Provide care for park program animals.	23960	Provide.care.for.park.animals	Provide	care	for	park animals	1	https://onet.org.ai/Task/23960	1
https://tasks.org.ai/Interview_specialists_in_desired_fields_to_obtain_and_develop_data_for_park_information_programs.	tasks.org.ai	Task	Interview_specialists_in_desired_fields_to_obtain_and_develop_data_for_park_information_programs.	Interview specialists in desired fields to obtain and develop data for park information programs.	Interview specialists in desired fields to obtain and develop data for park information programs.	3697	Interview.specialists.in.desired.fields.data.park.information	Interview	specialists	in	desired fields data park information	1	https://onet.org.ai/Task/3697	1
https://tasks.org.ai/Survey_park_to_determine_forest_conditions_and_distribution_and_abundance_of_fauna_and_flora.	tasks.org.ai	Task	Survey_park_to_determine_forest_conditions_and_distribution_and_abundance_of_fauna_and_flora.	Survey park to determine forest conditions and distribution and abundance of fauna and flora.	Survey park to determine forest conditions and distribution and abundance of fauna and flora.	3700	Survey.park.to.forest.conditions.distribution.abundance.fauna.flora	Survey	park	to	forest conditions distribution abundance fauna flora	1	https://onet.org.ai/Task/3700	1
https://tasks.org.ai/Monitor_contract_compliance_and_results_of_forestry_activities_to_assure_adherence_to_government_regulations.	tasks.org.ai	Task	Monitor_contract_compliance_and_results_of_forestry_activities_to_assure_adherence_to_government_regulations.	Monitor contract compliance and results of forestry activities to assure adherence to government regulations.	Monitor contract compliance and results of forestry activities to assure adherence to government regulations.	195	Monitor.contract.compliance.and.results.of.forestry.activities.adherence.government.regulations [Monitor.contract.compliance.of.forestry.activities.adherence.government.regulations,Monitor.results.of.forestry.activities.adherence.government.regulations]	Monitor	contract compliance and results	of	forestry activities adherence government regulations	1	https://onet.org.ai/Task/195	1
https://tasks.org.ai/Negotiate_terms_and_conditions_of_agreements_and_contracts_for_forest_harvesting,_forest_management_and_leasing_of_forest_lands.	tasks.org.ai	Task	Negotiate_terms_and_conditions_of_agreements_and_contracts_for_forest_harvesting,_forest_management_and_leasing_of_forest_lands.	Negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands.	Negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands.	200	Negotiate.terms.and.conditions.of.agreements.forest [Negotiate.terms.of.agreements.forest,Negotiate.conditions.of.agreements.forest]	Negotiate	terms and conditions	of	agreements forest	1	https://onet.org.ai/Task/200	1
https://tasks.org.ai/Plan_and_implement_projects_for_conservation_of_wildlife_habitats_and_soil_and_water_quality.	tasks.org.ai	Task	Plan_and_implement_projects_for_conservation_of_wildlife_habitats_and_soil_and_water_quality.	Plan and implement projects for conservation of wildlife habitats and soil and water quality.	Plan and implement projects for conservation of wildlife habitats and soil and water quality.	205	Plan.implement.projects.for.conservation.of.wildlife.habitats.and.soil.and.water.quality. [Plan.projects.for.conservation.wildlife.habitats.soil.water.quality,implement.projects.for.conservation.wildlife.habitats.soil.water.quality]	Plan	implement projects for conservation of wildlife habitats and soil and water quality.			1	https://onet.org.ai/Task/205	1
https://tasks.org.ai/Establish_short-_and_long-term_plans_for_management_of_forest_lands_and_forest_resources.	tasks.org.ai	Task	Establish_short-_and_long-term_plans_for_management_of_forest_lands_and_forest_resources.	Establish short- and long-term plans for management of forest lands and forest resources.	Establish short- and long-term plans for management of forest lands and forest resources.	196	Establish.short	Establish	short			1	https://onet.org.ai/Task/196	1
https://tasks.org.ai/Plan_cutting_programs_and_manage_timber_sales_from_harvested_areas,_assisting_companies_to_achieve_production_goals.	tasks.org.ai	Task	Plan_cutting_programs_and_manage_timber_sales_from_harvested_areas,_assisting_companies_to_achieve_production_goals.	Plan cutting programs and manage timber sales from harvested areas, assisting companies to achieve production goals.	Plan cutting programs and manage timber sales from harvested areas, assisting companies to achieve production goals.	212	Plan.cutting.programs.and.manage.timber.sales.from.areas [Plan.cutting.programs.from.areas,Plan.manage.timber.sales.from.areas]	Plan	cutting programs and manage timber sales	from	areas	1	https://onet.org.ai/Task/212	1
https://tasks.org.ai/Determine_methods_of_cutting_and_removing_timber_with_minimum_waste_and_environmental_damage.	tasks.org.ai	Task	Determine_methods_of_cutting_and_removing_timber_with_minimum_waste_and_environmental_damage.	Determine methods of cutting and removing timber with minimum waste and environmental damage.	Determine methods of cutting and removing timber with minimum waste and environmental damage.	202	Determine.methods.of.timber.minimum.waste.environmental.damage	Determine	methods	of	timber minimum waste environmental damage	1	https://onet.org.ai/Task/202	1
https://tasks.org.ai/Perform_inspections_of_forests_or_forest_nurseries.	tasks.org.ai	Task	Perform_inspections_of_forests_or_forest_nurseries.	Perform inspections of forests or forest nurseries.	Perform inspections of forests or forest nurseries.	207	Perform.inspections.of.forests.forest.nurseries	Perform	inspections	of	forests forest nurseries	1	https://onet.org.ai/Task/207	1
https://tasks.org.ai/Map_forest_area_soils_and_vegetation_to_estimate_the_amount_of_standing_timber_and_future_value_and_growth.	tasks.org.ai	Task	Map_forest_area_soils_and_vegetation_to_estimate_the_amount_of_standing_timber_and_future_value_and_growth.	Map forest area soils and vegetation to estimate the amount of standing timber and future value and growth.	Map forest area soils and vegetation to estimate the amount of standing timber and future value and growth.	208	Map.forest.area.soils.and.vegetation.to.amount.standing.timber.future.value.growth [Map.forest.area.soils.to.amount.standing.timber.future.value.growth,Map.vegetation.to.amount.standing.timber.future.value.growth]	Map	forest area soils and vegetation	to	amount standing timber future value growth	1	https://onet.org.ai/Task/208	1
https://tasks.org.ai/Monitor_forest-cleared_lands_to_ensure_that_they_are_reclaimed_to_their_most_suitable_end_use.	tasks.org.ai	Task	Monitor_forest-cleared_lands_to_ensure_that_they_are_reclaimed_to_their_most_suitable_end_use.	Monitor forest-cleared lands to ensure that they are reclaimed to their most suitable end use.	Monitor forest-cleared lands to ensure that they are reclaimed to their most suitable end use.	204	Monitor.forest	Monitor	forest			1	https://onet.org.ai/Task/204	1
https://tasks.org.ai/Develop_techniques_for_measuring_and_identifying_trees.	tasks.org.ai	Task	Develop_techniques_for_measuring_and_identifying_trees.	Develop techniques for measuring and identifying trees.	Develop techniques for measuring and identifying trees.	219	Develop.techniques.for.trees	Develop	techniques	for	trees	1	https://onet.org.ai/Task/219	1
https://tasks.org.ai/Supervise_activities_of_other_forestry_workers.	tasks.org.ai	Task	Supervise_activities_of_other_forestry_workers.	Supervise activities of other forestry workers.	Supervise activities of other forestry workers.	197	Supervise.activities.of.forestry.workers	Supervise	activities	of	forestry workers	1	https://onet.org.ai/Task/197	1
https://tasks.org.ai/Plan_and_direct_forest_surveys_and_related_studies_and_prepare_reports_and_recommendations.	tasks.org.ai	Task	Plan_and_direct_forest_surveys_and_related_studies_and_prepare_reports_and_recommendations.	Plan and direct forest surveys and related studies and prepare reports and recommendations.	Plan and direct forest surveys and related studies and prepare reports and recommendations.	206	Plan.direct.forest.surveys.and.related.studies.and.prepare.reports.and.recommendations. [Plan.forest.surveys.and.related.studies.and.prepare.reports.and.recommendations,direct.forest.surveys.and.related.studies.and.prepare.reports.and.recommendations]	Plan	direct forest surveys and related studies and prepare reports and recommendations.			1	https://onet.org.ai/Task/206	1
https://tasks.org.ai/Provide_advice_and_recommendations,_as_a_consultant_on_forestry_issues,_to_private_woodlot_owners,_firefighters,_government_agencies_or_to_companies.	tasks.org.ai	Task	Provide_advice_and_recommendations,_as_a_consultant_on_forestry_issues,_to_private_woodlot_owners,_firefighters,_government_agencies_or_to_companies.	Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, firefighters, government agencies or to companies.	Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, firefighters, government agencies or to companies.	216	Provide.advice.and.recommendations [Provide.advice,Provide.recommendations]	Provide	advice and recommendations			1	https://onet.org.ai/Task/216	1
https://tasks.org.ai/Plan_and_supervise_forestry_projects,_such_as_determining_the_type,_number_and_placement_of_trees_to_be_planted,_managing_tree_nurseries,_thinning_forest_and_monitoring_growth_of_new_seedlings.	tasks.org.ai	Task	Plan_and_supervise_forestry_projects,_such_as_determining_the_type,_number_and_placement_of_trees_to_be_planted,_managing_tree_nurseries,_thinning_forest_and_monitoring_growth_of_new_seedlings.	Plan and supervise forestry projects, such as determining the type, number and placement of trees to be planted, managing tree nurseries, thinning forest and monitoring growth of new seedlings.	Plan and supervise forestry projects, such as determining the type, number and placement of trees to be planted, managing tree nurseries, thinning forest and monitoring growth of new seedlings.	199	Plan.supervise.forestry.projects,.such.as.determining.the.type,.number.and.placement.of.trees.to.be.planted,.managing.tree.nurseries,.thinning.forest.and.monitoring.growth.of.new.seedlings. [Plan.forestry.projects,supervise.forestry.projects]	Plan	supervise forestry projects, such as determining the type, number and placement of trees to be planted, managing tree nurseries, thinning forest and monitoring growth of new seedlings.			1	https://onet.org.ai/Task/199	1
https://tasks.org.ai/Choose_and_prepare_sites_for_new_trees,_using_controlled_burning,_bulldozers,_or_herbicides_to_clear_weeds,_brush,_and_logging_debris.	tasks.org.ai	Task	Choose_and_prepare_sites_for_new_trees,_using_controlled_burning,_bulldozers,_or_herbicides_to_clear_weeds,_brush,_and_logging_debris.	Choose and prepare sites for new trees, using controlled burning, bulldozers, or herbicides to clear weeds, brush, and logging debris.	Choose and prepare sites for new trees, using controlled burning, bulldozers, or herbicides to clear weeds, brush, and logging debris.	198	Choose.prepare.sites.for.new.trees,.using.controlled.burning,.bulldozers,.or.herbicides.to.clear.weeds,.brush,.and.logging.debris. [Choose.sites.for.new.trees,prepare.sites.for.new.trees]	Choose	prepare sites for new trees, using controlled burning, bulldozers, or herbicides to clear weeds, brush, and logging debris.			1	https://onet.org.ai/Task/198	1
https://tasks.org.ai/Procure_timber_from_private_landowners.	tasks.org.ai	Task	Procure_timber_from_private_landowners.	Procure timber from private landowners.	Procure timber from private landowners.	210	Procure.timber.from.private.landowners	Procure	timber	from	private landowners	1	https://onet.org.ai/Task/210	1
https://tasks.org.ai/Subcontract_with_loggers_or_pulpwood_cutters_for_tree_removal_and_to_aid_in_road_layout.	tasks.org.ai	Task	Subcontract_with_loggers_or_pulpwood_cutters_for_tree_removal_and_to_aid_in_road_layout.	Subcontract with loggers or pulpwood cutters for tree removal and to aid in road layout.	Subcontract with loggers or pulpwood cutters for tree removal and to aid in road layout.	211	Subcontract.with.loggers.pulpwood.cutters.tree.removal.aid.road.layout	Subcontract		with	loggers pulpwood cutters tree removal aid road layout	1	https://onet.org.ai/Task/211	1
https://tasks.org.ai/Direct,_and_participate_in,_forest_fire_suppression.	tasks.org.ai	Task	Direct,_and_participate_in,_forest_fire_suppression.	Direct, and participate in, forest fire suppression.	Direct, and participate in, forest fire suppression.	201	Direct.participate.in,.forest.fire.suppression. [Direct.in,participate.in]	Direct	participate in, forest fire suppression.			1	https://onet.org.ai/Task/201	1
https://tasks.org.ai/Study_different_tree_species'_classification,_life_history,_light_and_soil_requirements,_adaptation_to_new_environmental_conditions_and_resistance_to_disease_and_insects.	tasks.org.ai	Task	Study_different_tree_species'_classification,_life_history,_light_and_soil_requirements,_adaptation_to_new_environmental_conditions_and_resistance_to_disease_and_insects.	Study different tree species' classification, life history, light and soil requirements, adaptation to new environmental conditions and resistance to disease and insects.	Study different tree species' classification, life history, light and soil requirements, adaptation to new environmental conditions and resistance to disease and insects.	217	different.tree.species.classification	different	tree species classification			1	https://onet.org.ai/Task/217	1
https://tasks.org.ai/Analyze_effect_of_forest_conditions_on_tree_growth_rates_and_tree_species_prevalence_and_the_yield,_duration,_seed_production,_growth_viability,_and_germination_of_different_species.	tasks.org.ai	Task	Analyze_effect_of_forest_conditions_on_tree_growth_rates_and_tree_species_prevalence_and_the_yield,_duration,_seed_production,_growth_viability,_and_germination_of_different_species.	Analyze effect of forest conditions on tree growth rates and tree species prevalence and the yield, duration, seed production, growth viability, and germination of different species.	Analyze effect of forest conditions on tree growth rates and tree species prevalence and the yield, duration, seed production, growth viability, and germination of different species.	203	Analyze.effect.of.forest.conditions.tree.growth.rates.tree.species.prevalence.yield	Analyze	effect	of	forest conditions tree growth rates tree species prevalence yield	1	https://onet.org.ai/Task/203	1
https://tasks.org.ai/Plan_and_direct_construction_and_maintenance_of_recreation_facilities,_fire_towers,_trails,_roads_and_bridges,_ensuring_that_they_comply_with_guidelines_and_regulations_set_for_forested_public_lands.	tasks.org.ai	Task	Plan_and_direct_construction_and_maintenance_of_recreation_facilities,_fire_towers,_trails,_roads_and_bridges,_ensuring_that_they_comply_with_guidelines_and_regulations_set_for_forested_public_lands.	Plan and direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands.	Plan and direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands.	214	Plan.direct.construction.and.maintenance.of.recreation.facilities,.fire.towers,.trails,.roads.and.bridges,.ensuring.that.they.comply.with.guidelines.and.regulations.set.for.forested.public.lands. [Plan.construction.and.maintenance.of.recreation.facilities,direct.construction.and.maintenance.of.recreation.facilities]	Plan	direct construction and maintenance of recreation facilities, fire towers, trails, roads and bridges, ensuring that they comply with guidelines and regulations set for forested public lands.			1	https://onet.org.ai/Task/214	1
https://tasks.org.ai/Conduct_public_educational_programs_on_forest_care_and_conservation.	tasks.org.ai	Task	Conduct_public_educational_programs_on_forest_care_and_conservation.	Conduct public educational programs on forest care and conservation.	Conduct public educational programs on forest care and conservation.	209	Conduct.public.EducationalPrograms.on.forest.care.conservation	Conduct	public EducationalPrograms	on	forest care conservation	1	https://onet.org.ai/Task/209	1
https://tasks.org.ai/Monitor_wildlife_populations_and_assess_the_impacts_of_forest_operations_on_population_and_habitats.	tasks.org.ai	Task	Monitor_wildlife_populations_and_assess_the_impacts_of_forest_operations_on_population_and_habitats.	Monitor wildlife populations and assess the impacts of forest operations on population and habitats.	Monitor wildlife populations and assess the impacts of forest operations on population and habitats.	213	Monitor.wildlife.populations.and.assess.impacts.of.forest.operations.population.habitats [Monitor.wildlife.populations.of.forest.operations.population.habitats,Monitor.assess.impacts.of.forest.operations.population.habitats]	Monitor	wildlife populations and assess impacts	of	forest operations population habitats	1	https://onet.org.ai/Task/213	1
https://tasks.org.ai/Contact_local_forest_owners_and_gain_permission_to_take_inventory_of_the_type,_amount,_and_location_of_all_standing_timber_on_the_property.	tasks.org.ai	Task	Contact_local_forest_owners_and_gain_permission_to_take_inventory_of_the_type,_amount,_and_location_of_all_standing_timber_on_the_property.	Contact local forest owners and gain permission to take inventory of the type, amount, and location of all standing timber on the property.	Contact local forest owners and gain permission to take inventory of the type, amount, and location of all standing timber on the property.	215	Contact.local.forest.owners.and.gain.permission.to.type [Contact.local.forest.owners.to.type,Contact.gain.permission.to.type]	Contact	local forest owners and gain permission	to	type	1	https://onet.org.ai/Task/215	1
https://tasks.org.ai/Develop_new_techniques_for_wood_or_residue_use.	tasks.org.ai	Task	Develop_new_techniques_for_wood_or_residue_use.	Develop new techniques for wood or residue use.	Develop new techniques for wood or residue use.	218	Develop.new.techniques.for.wood.residue	Develop	new techniques	for	wood residue	1	https://onet.org.ai/Task/218	1
https://tasks.org.ai/Communicate_research_findings_on_various_types_of_diseases_to_health_practitioners,_policy_makers,_and_the_public.	tasks.org.ai	Task	Communicate_research_findings_on_various_types_of_diseases_to_health_practitioners,_policy_makers,_and_the_public.	Communicate research findings on various types of diseases to health practitioners, policy makers, and the public.	Communicate research findings on various types of diseases to health practitioners, policy makers, and the public.	15216	Communicate.ResearchFindings.on.various.types.diseases.health.practitioners	Communicate	ResearchFindings	on	various types diseases health practitioners	1	https://onet.org.ai/Task/15216	1
https://tasks.org.ai/Oversee_public_health_programs,_including_statistical_analysis,_health_care_planning,_surveillance_systems,_and_public_health_improvement.	tasks.org.ai	Task	Oversee_public_health_programs,_including_statistical_analysis,_health_care_planning,_surveillance_systems,_and_public_health_improvement.	Oversee public health programs, including statistical analysis, health care planning, surveillance systems, and public health improvement.	Oversee public health programs, including statistical analysis, health care planning, surveillance systems, and public health improvement.	5421	Oversee.public.health.programs	Oversee	public health programs			1	https://onet.org.ai/Task/5421	1
https://tasks.org.ai/Investigate_diseases_or_parasites_to_determine_cause_and_risk_factors,_progress,_life_cycle,_or_mode_of_transmission.	tasks.org.ai	Task	Investigate_diseases_or_parasites_to_determine_cause_and_risk_factors,_progress,_life_cycle,_or_mode_of_transmission.	Investigate diseases or parasites to determine cause and risk factors, progress, life cycle, or mode of transmission.	Investigate diseases or parasites to determine cause and risk factors, progress, life cycle, or mode of transmission.	5422	Investigate.diseases.or.parasites.to.cause.risk.factors [Investigate.diseases.to.cause.risk.factors,Investigate.parasites.to.cause.risk.factors]	Investigate	diseases or parasites	to	cause risk factors	1	https://onet.org.ai/Task/5422	1
https://tasks.org.ai/Educate_healthcare_workers,_patients,_and_the_public_about_infectious_and_communicable_diseases,_including_disease_transmission_and_prevention.	tasks.org.ai	Task	Educate_healthcare_workers,_patients,_and_the_public_about_infectious_and_communicable_diseases,_including_disease_transmission_and_prevention.	Educate healthcare workers, patients, and the public about infectious and communicable diseases, including disease transmission and prevention.	Educate healthcare workers, patients, and the public about infectious and communicable diseases, including disease transmission and prevention.	15217	Educate.healthcare.workers	Educate	healthcare workers			1	https://onet.org.ai/Task/15217	1
https://tasks.org.ai/Monitor_and_report_incidents_of_infectious_diseases_to_local_and_state_health_agencies.	tasks.org.ai	Task	Monitor_and_report_incidents_of_infectious_diseases_to_local_and_state_health_agencies.	Monitor and report incidents of infectious diseases to local and state health agencies.	Monitor and report incidents of infectious diseases to local and state health agencies.	15215	Monitor.report.incidents.of.infectious.diseases.to.local.and.state.health.agencies. [Monitor.incidents.of.infectious.diseases.local.state.health.agencies,report.incidents.of.infectious.diseases.local.state.health.agencies]	Monitor	report incidents of infectious diseases to local and state health agencies.			1	https://onet.org.ai/Task/15215	1
https://tasks.org.ai/Plan_and_direct_studies_to_investigate_human_or_animal_disease,_preventive_methods,_and_treatments_for_disease.	tasks.org.ai	Task	Plan_and_direct_studies_to_investigate_human_or_animal_disease,_preventive_methods,_and_treatments_for_disease.	Plan and direct studies to investigate human or animal disease, preventive methods, and treatments for disease.	Plan and direct studies to investigate human or animal disease, preventive methods, and treatments for disease.	5423	Plan.direct.studies.to.investigate.human.or.animal.disease,.preventive.methods,.and.treatments.for.disease. [Plan.studies.to.human.animal.disease,direct.studies.to.human.animal.disease]	Plan	direct studies to investigate human or animal disease, preventive methods, and treatments for disease.			1	https://onet.org.ai/Task/5423,https://onet.org.ai/Task/7513	2
https://tasks.org.ai/Provide_expertise_in_the_design,_management_and_evaluation_of_study_protocols_and_health_status_questionnaires,_sample_selection,_and_analysis.	tasks.org.ai	Task	Provide_expertise_in_the_design,_management_and_evaluation_of_study_protocols_and_health_status_questionnaires,_sample_selection,_and_analysis.	Provide expertise in the design, management and evaluation of study protocols and health status questionnaires, sample selection, and analysis.	Provide expertise in the design, management and evaluation of study protocols and health status questionnaires, sample selection, and analysis.	5425	Provide.expertise.in	Provide	expertise	in		1	https://onet.org.ai/Task/5425	1
https://tasks.org.ai/Write_articles_for_publication_in_professional_journals.	tasks.org.ai	Task	Write_articles_for_publication_in_professional_journals.	Write articles for publication in professional journals.	Write articles for publication in professional journals.	23961	Write.articles.for.publication.professional.journals	Write	articles	for	publication professional journals	1	https://onet.org.ai/Task/23961	1
https://tasks.org.ai/Identify_and_analyze_public_health_issues_related_to_foodborne_parasitic_diseases_and_their_impact_on_public_policies,_scientific_studies,_or_surveys.	tasks.org.ai	Task	Identify_and_analyze_public_health_issues_related_to_foodborne_parasitic_diseases_and_their_impact_on_public_policies,_scientific_studies,_or_surveys.	Identify and analyze public health issues related to foodborne parasitic diseases and their impact on public policies, scientific studies, or surveys.	Identify and analyze public health issues related to foodborne parasitic diseases and their impact on public policies, scientific studies, or surveys.	5429	Identify.analyze.public.health.issues.related.to.foodborne.parasitic.diseases.and.their.impact.on.public.policies,.scientific.studies,.or.surveys. [Identify.public.health.issues.related.to.foodborne.parasitic.diseases.impact.public.policies,analyze.public.health.issues.related.to.foodborne.parasitic.diseases.impact.public.policies]	Identify	analyze public health issues related to foodborne parasitic diseases and their impact on public policies, scientific studies, or surveys.			1	https://onet.org.ai/Task/5429	1
https://tasks.org.ai/Write_grant_applications_to_fund_epidemiologic_research.	tasks.org.ai	Task	Write_grant_applications_to_fund_epidemiologic_research.	Write grant applications to fund epidemiologic research.	Write grant applications to fund epidemiologic research.	23962	Write.grant.applications.to.epidemiologic	Write	grant applications	to	epidemiologic	1	https://onet.org.ai/Task/23962	1
https://tasks.org.ai/Plan,_administer_and_evaluate_health_safety_standards_and_programs_to_improve_public_health,_conferring_with_health_department,_industry_personnel,_physicians,_and_others.	tasks.org.ai	Task	Plan,_administer_and_evaluate_health_safety_standards_and_programs_to_improve_public_health,_conferring_with_health_department,_industry_personnel,_physicians,_and_others.	Plan, administer and evaluate health safety standards and programs to improve public health, conferring with health department, industry personnel, physicians, and others.	Plan, administer and evaluate health safety standards and programs to improve public health, conferring with health department, industry personnel, physicians, and others.	5424	Plan.administer.and.evaluate.health.safety.standards.and.programs.to.improve.public.health,.conferring.with.health.department,.industry.personnel,.physicians,.and.others. [Plan.health.safety.standards.and.programs.to.public.health,administer.health.safety.standards.and.programs.to.public.health,evaluate.health.safety.standards.and.programs.to.public.health]	Plan	administer and evaluate health safety standards and programs to improve public health, conferring with health department, industry personnel, physicians, and others.			1	https://onet.org.ai/Task/5424	1
https://tasks.org.ai/Conduct_research_to_develop_methodologies,_instrumentation,_and_procedures_for_medical_application,_analyzing_data_and_presenting_findings.	tasks.org.ai	Task	Conduct_research_to_develop_methodologies,_instrumentation,_and_procedures_for_medical_application,_analyzing_data_and_presenting_findings.	Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings.	Conduct research to develop methodologies, instrumentation, and procedures for medical application, analyzing data and presenting findings.	5426	Conduct.research.to.methodologies	Conduct	research	to	methodologies	1	https://onet.org.ai/Task/5426	1
https://tasks.org.ai/Consult_with_and_advise_physicians,_educators,_researchers,_government_health_officials_and_others_regarding_medical_applications_of_sciences,_such_as_physics,_biology,_and_chemistry.	tasks.org.ai	Task	Consult_with_and_advise_physicians,_educators,_researchers,_government_health_officials_and_others_regarding_medical_applications_of_sciences,_such_as_physics,_biology,_and_chemistry.	Consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.	Consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.	5427	Consult.with.advise.physicians	Consult		with	advise physicians	1	https://onet.org.ai/Task/5427	1
https://tasks.org.ai/Supervise_professional,_technical,_and_clerical_personnel.	tasks.org.ai	Task	Supervise_professional,_technical,_and_clerical_personnel.	Supervise professional, technical, and clerical personnel.	Supervise professional, technical, and clerical personnel.	5428	Supervise.professional	Supervise	professional			1	https://onet.org.ai/Task/5428	1
https://tasks.org.ai/Teach_principles_of_medicine_and_medical_and_laboratory_procedures_to_physicians,_residents,_students,_and_technicians.	tasks.org.ai	Task	Teach_principles_of_medicine_and_medical_and_laboratory_procedures_to_physicians,_residents,_students,_and_technicians.	Teach principles of medicine and medical and laboratory procedures to physicians, residents, students, and technicians.	Teach principles of medicine and medical and laboratory procedures to physicians, residents, students, and technicians.	5430	Teach.principles.of.medicine.medical.laboratory.procedures.physicians	Teach	principles	of	medicine medical laboratory procedures physicians	1	https://onet.org.ai/Task/5430,https://onet.org.ai/Task/7516	2
