ns	type	id	name	description	code	taskType
onet.org.ai	Task	Conduct_Pre_Implementation_Audits_To_Determine_If_Systems_And_Programs_Under_Development_Will_Work_As_Planned	Conduct pre-implementation audits to determine if systems and programs under development will work as planned.	Conduct pre-implementation audits to determine if systems and programs under development will work as planned.	21530	Supplemental
onet.org.ai	Task	Develop_Maintain_Or_Analyze_Budgets_Preparing_Periodic_Reports_That_Compare_Budgeted_Costs_To_Actual_Costs	Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.	Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.	21531	n/a
onet.org.ai	Task	Prepare_Analyze_Or_Verify_Annual_Reports_Financial_Statements_And_Other_Records_Using_Accepted_Accounting_And_Statistical_Procedures_To_Assess_Financial_Condition_And_Facilitate_Financial_Planning	Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.	Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.	21532	n/a
onet.org.ai	Task	Process_Invoices_For_Payment	Process invoices for payment.	Process invoices for payment.	21533	n/a
onet.org.ai	Task	Review_Data_About_Material_Assets_Net_Worth_Liabilities_Capital_Stock_Surplus_Income_Or_Expenditures	Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.	Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.	21534	n/a
onet.org.ai	Task	Write_Descriptions_Of_The_Property_Being_Appraised	Write descriptions of the property being appraised.	Write descriptions of the property being appraised.	21548	Core
onet.org.ai	Task	Determine_The_Appropriate_Type_Of_Valuation_To_Make_Such_As_Fair_Market_Replacement_Or_Liquidation_Based_On_The_Needs_Of_The_Property_Owner	Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.	Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.	21537	Core
onet.org.ai	Task	Document_Physical_Characteristics_Of_Property_Such_As_Measurements_Quality_And_Design	Document physical characteristics of property such as measurements, quality, and design.	Document physical characteristics of property such as measurements, quality, and design.	21538	Core
onet.org.ai	Task	Calculate_The_Value_Of_Property_Based_On_Comparisons_To_Recent_Sales_Estimated_Cost_To_Reproduce_And_Anticipated_Property_Income_Streams	Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.	Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.	21535	Core
onet.org.ai	Task	Locate_And_Record_Data_On_Sales_Of_Comparable_Property_Using_Specialized_Software_Internet_Searches_Or_Personal_Records	Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.	Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.	21541	Core
onet.org.ai	Task	Write_And_Submit_Appraisal_Reports_For_Property_Such_As_Jewelry_Art_Antiques_Collectibles_And_Equipment	Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.	Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.	21547	Core
onet.org.ai	Task	Inspect_Personal_Or_Business_Property	Inspect personal or business property.	Inspect personal or business property.	21540	Core
onet.org.ai	Task	Create_And_Maintain_A_Database_Of_Completed_Appraisals	Create and maintain a database of completed appraisals.	Create and maintain a database of completed appraisals.	21536	Core
onet.org.ai	Task	Take_Photographs_Of_Property	Take photographs of property.	Take photographs of property.	21543	Core
onet.org.ai	Task	Verify_That_Property_Matches_Legal_Descriptions_Or_Certifications	Verify that property matches legal descriptions or certifications.	Verify that property matches legal descriptions or certifications.	21546	Core
onet.org.ai	Task	Update_Appraisals_When_Property_Has_Been_Improved_Damaged_Or_Has_Otherwise_Changed	Update appraisals when property has been improved, damaged, or has otherwise changed.	Update appraisals when property has been improved, damaged, or has otherwise changed.	21545	Core
onet.org.ai	Task	Testify_In_Court_As_To_The_Value_Of_A_Piece_Of_Tangible_Property	Testify in court as to the value of a piece of tangible property.	Testify in court as to the value of a piece of tangible property.	21544	Core
onet.org.ai	Task	Forecast_The_Value_Of_Property	Forecast the value of property.	Forecast the value of property.	21539	Core
onet.org.ai	Task	Recommend_Loan_Amounts_Based_On_The_Value_Of_Property_Being_Used_As_Collateral	Recommend loan amounts based on the value of property being used as collateral.	Recommend loan amounts based on the value of property being used as collateral.	21542	Supplemental
onet.org.ai	Task	Compute_Final_Estimation_Of_Property_Values_Taking_Into_Account_Such_Factors_As_Depreciation_Replacement_Costs_Value_Comparisons_Of_Similar_Properties_And_Income_Potential	Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.	Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.	21549	Core
onet.org.ai	Task	Prepare_Written_Reports_That_Estimate_Property_Values_Outline_Methods_By_Which_The_Estimations_Were_Made_And_Meet_Appraisal_Standards	Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.	Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.	21550	Core
onet.org.ai	Task	Photograph_Interiors_And_Exteriors_Of_Properties_To_Assist_In_Estimating_Property_Value_Substantiate_Findings_And_Complete_Appraisal_Reports	Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.	Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.	21569	Core
onet.org.ai	Task	Search_Public_Records_For_Transactions_Such_As_Sales_Leases_And_Assessments	Search public records for transactions such as sales, leases, and assessments.	Search public records for transactions such as sales, leases, and assessments.	21565	Core
onet.org.ai	Task	Obtain_County_Land_Values_And_Sales_Information_About_Nearby_Properties_To_Aid_In_Establishment_Of_Property_Values	Obtain county land values and sales information about nearby properties to aid in establishment of property values.	Obtain county land values and sales information about nearby properties to aid in establishment of property values.	21570	Core
onet.org.ai	Task	Maintain_Familiarity_With_Aspects_Of_Local_Real_Estate_Markets	Maintain familiarity with aspects of local real estate markets.	Maintain familiarity with aspects of local real estate markets.	21564	Core
onet.org.ai	Task	Inspect_Properties_Considering_Factors_Such_As_Market_Value_Location_And_Building_Or_Replacement_Costs_To_Determine_Appraisal_Value	Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.	Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.	21556	Core
onet.org.ai	Task	Collect_And_Analyze_Relevant_Data_To_Identify_Real_Estate_Market_Trends	Collect and analyze relevant data to identify real estate market trends.	Collect and analyze relevant data to identify real estate market trends.	21552	Core
onet.org.ai	Task	Review_Information_About_Transfers_Of_Property_To_Ensure_Its_Accuracy_Checking_Basic_Information_On_Buyers_Sellers_And_Sales_Prices_And_Making_Corrections_As_Necessary	Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.	Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.	21558	Core
onet.org.ai	Task	Analyze_Trends_In_Sales_Prices_Construction_Costs_And_Rents_To_Assess_Property_Values_Or_Determine_The_Accuracy_Of_Assessments	Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.	Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.	21577	Core
onet.org.ai	Task	Inspect_New_Construction_And_Major_Improvements_To_Existing_Structures_To_Determine_Values	Inspect new construction and major improvements to existing structures to determine values.	Inspect new construction and major improvements to existing structures to determine values.	21551	Core
onet.org.ai	Task	Check_Building_Codes_And_Zoning_Bylaws_To_Determine_Any_Effects_On_The_Properties_Being_Appraised	Check building codes and zoning bylaws to determine any effects on the properties being appraised.	Check building codes and zoning bylaws to determine any effects on the properties being appraised.	21566	Core
onet.org.ai	Task	Interview_Persons_Familiar_With_Properties_And_Immediate_Surroundings_Such_As_Contractors_Home_Owners_And_Realtors_To_Obtain_Pertinent_Information	Interview persons familiar with properties and immediate surroundings, such as contractors, home owners, and realtors, to obtain pertinent information.	Interview persons familiar with properties and immediate surroundings, such as contractors, home owners, and realtors, to obtain pertinent information.	21568	Core
onet.org.ai	Task	Verify_Legal_Descriptions_Of_Properties_By_Comparing_Them_To_County_Records	Verify legal descriptions of properties by comparing them to county records.	Verify legal descriptions of properties by comparing them to county records.	21567	Core
onet.org.ai	Task	Evaluate_Land_And_Neighborhoods_Where_Properties_Are_Situated_Considering_Locations_And_Trends_Or_Impending_Changes_That_Could_Influence_Future_Values	Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.	Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.	21563	Core
onet.org.ai	Task	Examine_The_Type_And_Location_Of_Nearby_Services_Such_As_Shopping_Centers_Schools_Parks_And_Other_Neighborhood_Features_To_Evaluate_Their_Impact_On_Property_Values	Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.	Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.	21571	Core
onet.org.ai	Task	Examine_Income_Records_And_Operating_Costs_Of_Income_Properties	Examine income records and operating costs of income properties.	Examine income records and operating costs of income properties.	21562	Core
onet.org.ai	Task	Estimate_Building_Replacement_Costs_Using_Building_Valuation_Manuals_And_Professional_Cost_Estimators	Estimate building replacement costs, using building valuation manuals and professional cost estimators.	Estimate building replacement costs, using building valuation manuals and professional cost estimators.	21572	Core
onet.org.ai	Task	Draw_Land_Diagrams_To_Be_Used_In_Appraisal_Reports_To_Support_Findings	Draw land diagrams to be used in appraisal reports to support findings.	Draw land diagrams to be used in appraisal reports to support findings.	21573	Core
onet.org.ai	Task	Conduct_Regular_Reviews_Of_Property_Within_Jurisdictions_To_Determine_Changes_In_Property_Due_To_Construction_Or_Demolition	Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.	Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.	21560	Core
onet.org.ai	Task	Testify_In_Court_As_To_The_Value_Of_A_Piece_Of_Real_Estate_Property	Testify in court as to the value of a piece of real estate property.	Testify in court as to the value of a piece of real estate property.	21574	Core
onet.org.ai	Task	Identify_The_Ownership_Of_Each_Piece_Of_Taxable_Property	Identify the ownership of each piece of taxable property.	Identify the ownership of each piece of taxable property.	21555	Supplemental
onet.org.ai	Task	Prepare_And_Maintain_Current_Data_On_Each_Parcel_Assessed_Including_Maps_Of_Boundaries_Inventories_Of_Land_And_Structures_Property_Characteristics_And_Any_Applicable_Exemptions	Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.	Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.	21553	Supplemental
onet.org.ai	Task	Establish_Uniform_And_Equitable_Systems_For_Assessing_All_Classes_And_Kinds_Of_Property	Establish uniform and equitable systems for assessing all classes and kinds of property.	Establish uniform and equitable systems for assessing all classes and kinds of property.	21561	Supplemental
onet.org.ai	Task	Calculate_Tax_Bills_For_Properties_By_Multiplying_Assessed_Values_By_Jurisdiction_Tax_Rates	Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.	Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.	21575	Supplemental
onet.org.ai	Task	Determine_Taxability_Of_Properties_Using_Methods_Such_As_Field_Inspection_Structural_Measurement_Calculation_Sales_Analysis_Market_Trend_Studies_And_Income_And_Expense_Analysis	Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.	Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.	21578	Supplemental
onet.org.ai	Task	Explain_Assessed_Values_To_Property_Owners_And_Defend_Appealed_Assessments_At_Public_Hearings	Explain assessed values to property owners and defend appealed assessments at public hearings.	Explain assessed values to property owners and defend appealed assessments at public hearings.	21554	Supplemental
onet.org.ai	Task	Explain_Real_And_Personal_Property_Taxes_To_Property_Owners	Explain real and personal property taxes to property owners.	Explain real and personal property taxes to property owners.	21559	Supplemental
onet.org.ai	Task	Analyze_Monthly_Department_Budgeting_And_Accounting_Reports_To_Maintain_Expenditure_Controls	Analyze monthly department budgeting and accounting reports to maintain expenditure controls.	Analyze monthly department budgeting and accounting reports to maintain expenditure controls.	3394	Core
onet.org.ai	Task	Provide_Advice_And_Technical_Assistance_With_Cost_Analysis_Fiscal_Allocation_And_Budget_Preparation	Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.	Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.	3398	Core
onet.org.ai	Task	Review_Operating_Budgets_To_Analyze_Trends_Affecting_Budget_Needs	Review operating budgets to analyze trends affecting budget needs.	Review operating budgets to analyze trends affecting budget needs.	3401	Core
onet.org.ai	Task	Compile_And_Analyze_Accounting_Records_And_Other_Data_To_Determine_The_Financial_Resources_Required_To_Implement_A_Program	Compile and analyze accounting records and other data to determine the financial resources required to implement a program.	Compile and analyze accounting records and other data to determine the financial resources required to implement a program.	3405	Core
onet.org.ai	Task	Examine_Budget_Estimates_For_Completeness_Accuracy_And_Conformance_With_Procedures_And_Regulations	Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations.	Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations.	3402	Core
onet.org.ai	Task	Summarize_Budgets_And_Submit_Recommendations_For_The_Approval_Or_Disapproval_Of_Funds_Requests	Summarize budgets and submit recommendations for the approval or disapproval of funds requests.	Summarize budgets and submit recommendations for the approval or disapproval of funds requests.	3399	Core
onet.org.ai	Task	Consult_With_Managers_To_Ensure_That_Budget_Adjustments_Are_Made_In_Accordance_With_Program_Changes	Consult with managers to ensure that budget adjustments are made in accordance with program changes.	Consult with managers to ensure that budget adjustments are made in accordance with program changes.	3396	Core
onet.org.ai	Task	Direct_The_Preparation_Of_Regular_And_Special_Budget_Reports	Direct the preparation of regular and special budget reports.	Direct the preparation of regular and special budget reports.	3395	Core
onet.org.ai	Task	Interpret_Budget_Directives_And_Establish_Policies_For_Carrying_Out_Directives	Interpret budget directives and establish policies for carrying out directives.	Interpret budget directives and establish policies for carrying out directives.	3404	Core
onet.org.ai	Task	Perform_Cost_Benefit_Analyses_To_Compare_Operating_Programs_Review_Financial_Requests_Or_Explore_Alternative_Financing_Methods	Perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.	Perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.	3403	Core
onet.org.ai	Task	Match_Appropriations_For_Specific_Programs_With_Appropriations_For_Broader_Programs_Including_Items_For_Emergency_Funds	Match appropriations for specific programs with appropriations for broader programs, including items for emergency funds.	Match appropriations for specific programs with appropriations for broader programs, including items for emergency funds.	3397	Core
onet.org.ai	Task	Seek_New_Ways_To_Improve_Efficiency_And_Increase_Profits	Seek new ways to improve efficiency and increase profits.	Seek new ways to improve efficiency and increase profits.	3400	Core
onet.org.ai	Task	Testify_Before_Examining_And_Fund_Granting_Authorities_Clarifying_And_Promoting_The_Proposed_Budgets	Testify before examining and fund-granting authorities, clarifying and promoting the proposed budgets.	Testify before examining and fund-granting authorities, clarifying and promoting the proposed budgets.	3406	Supplemental
onet.org.ai	Task	Analyze_Credit_Data_And_Financial_Statements_To_Determine_The_Degree_Of_Risk_Involved_In_Extending_Credit_Or_Lending_Money	Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.	Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.	1250	Core
onet.org.ai	Task	Complete_Loan_Applications_Including_Credit_Analyses_And_Summaries_Of_Loan_Requests_And_Submit_To_Loan_Committees_For_Approval	Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.	Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.	1254	Core
onet.org.ai	Task	Generate_Financial_Ratios_Using_Computer_Programs_To_Evaluate_Customers_Financial_Status	Generate financial ratios, using computer programs, to evaluate customers' financial status.	Generate financial ratios, using computer programs, to evaluate customers' financial status.	1255	Core
onet.org.ai	Task	Prepare_Reports_That_Include_The_Degree_Of_Risk_Involved_In_Extending_Credit_Or_Lending_Money	Prepare reports that include the degree of risk involved in extending credit or lending money.	Prepare reports that include the degree of risk involved in extending credit or lending money.	1251	Core
onet.org.ai	Task	Analyze_Financial_Data_Such_As_Income_Growth_Quality_Of_Management_And_Market_Share_To_Determine_Expected_Profitability_Of_Loans	Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.	Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.	1259	Core
onet.org.ai	Task	Compare_Liquidity_Profitability_And_Credit_Histories_Of_Establishments_Being_Evaluated_With_Those_Of_Similar_Establishments_In_The_Same_Industries_And_Geographic_Locations	Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.	Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.	1257	Core
onet.org.ai	Task	Consult_With_Customers_To_Resolve_Complaints_And_Verify_Financial_And_Credit_Transactions	Consult with customers to resolve complaints and verify financial and credit transactions.	Consult with customers to resolve complaints and verify financial and credit transactions.	1258	Core
onet.org.ai	Task	Contact_Customers_To_Collect_Payments_On_Delinquent_Accounts	Contact customers to collect payments on delinquent accounts.	Contact customers to collect payments on delinquent accounts.	21164	Supplemental
onet.org.ai	Task	Evaluate_Customer_Records_And_Recommend_Payment_Plans_Based_On_Earnings_Savings_Data_Payment_History_And_Purchase_Activity	Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.	Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.	1252	Supplemental
onet.org.ai	Task	Review_Individual_Or_Commercial_Customer_Files_To_Identify_And_Select_Delinquent_Accounts_For_Collection	Review individual or commercial customer files to identify and select delinquent accounts for collection.	Review individual or commercial customer files to identify and select delinquent accounts for collection.	1256	Supplemental
onet.org.ai	Task	Confer_With_Credit_Association_And_Other_Business_Representatives_To_Exchange_Credit_Information	Confer with credit association and other business representatives to exchange credit information.	Confer with credit association and other business representatives to exchange credit information.	1253	Supplemental
onet.org.ai	Task	Advise_Clients_On_Aspects_Of_Capitalization_Such_As_Amounts_Sources_Or_Timing	Advise clients on aspects of capitalization, such as amounts, sources, or timing.	Advise clients on aspects of capitalization, such as amounts, sources, or timing.	21579	n/a
onet.org.ai	Task	Analyze_Financial_Or_Operational_Performance_Of_Companies_Facing_Financial_Difficulties_To_Identify_Or_Recommend_Remedies	Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.	Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.	21580	n/a
onet.org.ai	Task	Assess_Companies_As_Investments_For_Clients_By_Examining_Company_Facilities	Assess companies as investments for clients by examining company facilities.	Assess companies as investments for clients by examining company facilities.	21581	n/a
onet.org.ai	Task	Collaborate_On_Projects_With_Other_Professionals_Such_As_Lawyers_Accountants_Or_Public_Relations_Experts	Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.	Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.	21582	n/a
onet.org.ai	Task	Collaborate_With_Investment_Bankers_To_Attract_New_Corporate_Clients	Collaborate with investment bankers to attract new corporate clients.	Collaborate with investment bankers to attract new corporate clients.	21583	n/a
onet.org.ai	Task	Conduct_Financial_Analyses_Related_To_Investments_In_Green_Construction_Or_Green_Retrofitting_Projects	Conduct financial analyses related to investments in green construction or green retrofitting projects.	Conduct financial analyses related to investments in green construction or green retrofitting projects.	21584	n/a
onet.org.ai	Task	Confer_With_Clients_To_Restructure_Debt_Refinance_Debt_Or_Raise_New_Debt	Confer with clients to restructure debt, refinance debt, or raise new debt.	Confer with clients to restructure debt, refinance debt, or raise new debt.	21585	n/a
onet.org.ai	Task	Create_Client_Presentations_Of_Plan_Details	Create client presentations of plan details.	Create client presentations of plan details.	21586	n/a
onet.org.ai	Task	Determine_The_Prices_At_Which_Securities_Should_Be_Syndicated_And_Offered_To_The_Public	Determine the prices at which securities should be syndicated and offered to the public.	Determine the prices at which securities should be syndicated and offered to the public.	21587	n/a
onet.org.ai	Task	Develop_And_Maintain_Client_Relationships	Develop and maintain client relationships.	Develop and maintain client relationships.	21588	n/a
onet.org.ai	Task	Draw_Charts_And_Graphs_Using_Computer_Spreadsheets_To_Illustrate_Technical_Reports	Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.	Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.	21589	n/a
onet.org.ai	Task	Employ_Financial_Models_To_Develop_Solutions_To_Financial_Problems_Or_To_Assess_The_Financial_Or_Capital_Impact_Of_Transactions	Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.	Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.	21590	n/a
onet.org.ai	Task	Evaluate_And_Compare_The_Relative_Quality_Of_Various_Securities_In_A_Given_Industry	Evaluate and compare the relative quality of various securities in a given industry.	Evaluate and compare the relative quality of various securities in a given industry.	21591	n/a
onet.org.ai	Task	Evaluate_Capital_Needs_Of_Clients_And_Assess_Market_Conditions_To_Inform_Structuring_Of_Financial_Packages	Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.	Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.	21592	n/a
onet.org.ai	Task	Inform_Investment_Decisions_By_Analyzing_Financial_Information_To_Forecast_Business_Industry_Or_Economic_Conditions	Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.	Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.	21593	n/a
onet.org.ai	Task	Interpret_Data_On_Price_Yield_Stability_Future_Investment_Risk_Trends_Economic_Influences_And_Other_Factors_Affecting_Investment_Programs	Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.	Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.	21594	n/a
onet.org.ai	Task	Monitor_Developments_In_The_Fields_Of_Industrial_Technology_Business_Finance_And_Economic_Theory	Monitor developments in the fields of industrial technology, business, finance, and economic theory.	Monitor developments in the fields of industrial technology, business, finance, and economic theory.	21595	n/a
onet.org.ai	Task	Monitor_Fundamental_Economic_Industrial_And_Corporate_Developments_By_Analyzing_Information_From_Financial_Publications_And_Services_Investment_Banking_Firms_Government_Agencies_Trade_Publications_Company_Sources_Or_Personal_Interviews	Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.	Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.	21596	n/a
onet.org.ai	Task	Perform_Securities_Valuation_Or_Pricing	Perform securities valuation or pricing.	Perform securities valuation or pricing.	21597	n/a
onet.org.ai	Task	Prepare_All_Materials_For_Transactions_Or_Execution_Of_Deals	Prepare all materials for transactions or execution of deals.	Prepare all materials for transactions or execution of deals.	21598	n/a
onet.org.ai	Task	Prepare_Plans_Of_Action_For_Investment_Using_Financial_Analyses	Prepare plans of action for investment, using financial analyses.	Prepare plans of action for investment, using financial analyses.	21599	n/a
onet.org.ai	Task	Present_Oral_Or_Written_Reports_On_General_Economic_Trends_Individual_Corporations_And_Entire_Industries	Present oral or written reports on general economic trends, individual corporations, and entire industries.	Present oral or written reports on general economic trends, individual corporations, and entire industries.	21600	n/a
onet.org.ai	Task	Purchase_Investments_For_Companies_In_Accordance_With_Company_Policy	Purchase investments for companies in accordance with company policy.	Purchase investments for companies in accordance with company policy.	21601	n/a
onet.org.ai	Task	Recommend_Investments_And_Investment_Timing_To_Companies_Investment_Firm_Staff_Or_The_Public	Recommend investments and investment timing to companies, investment firm staff, or the public.	Recommend investments and investment timing to companies, investment firm staff, or the public.	21602	n/a
onet.org.ai	Task	Specialize_In_Green_Financial_Instruments_Such_As_Socially_Responsible_Mutual_Funds_Or_Exchange_Traded_Funds_Etf_That_Are_Comprised_Of_Green_Companies	Specialize in green financial instruments, such as socially responsible mutual funds or exchange-traded funds (ETF) that are comprised of green companies.	Specialize in green financial instruments, such as socially responsible mutual funds or exchange-traded funds (ETF) that are comprised of green companies.	21603	n/a
onet.org.ai	Task	Supervise_Train_Or_Mentor_Junior_Team_Members	Supervise, train, or mentor junior team members.	Supervise, train, or mentor junior team members.	21604	n/a
onet.org.ai	Task	Interview_Clients_To_Determine_Their_Current_Income_Expenses_Insurance_Coverage_Tax_Status_Financial_Objectives_Risk_Tolerance_Or_Other_Information_Needed_To_Develop_A_Financial_Plan	Interview clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, or other information needed to develop a financial plan.	Interview clients to determine their current income, expenses, insurance coverage, tax status, financial objectives, risk tolerance, or other information needed to develop a financial plan.	12907	Core
onet.org.ai	Task	Analyze_Financial_Information_Obtained_From_Clients_To_Determine_Strategies_For_Meeting_Clients_Financial_Objectives	Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.	Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.	12904	Core
onet.org.ai	Task	Answer_Clients_Questions_About_The_Purposes_And_Details_Of_Financial_Plans_And_Strategies	Answer clients' questions about the purposes and details of financial plans and strategies.	Answer clients' questions about the purposes and details of financial plans and strategies.	12905	Core
onet.org.ai	Task	Review_Clients_Accounts_And_Plans_Regularly_To_Determine_Whether_Life_Changes_Economic_Changes_Environmental_Concerns_Or_Financial_Performance_Indicate_A_Need_For_Plan_Reassessment	Review clients' accounts and plans regularly to determine whether life changes, economic changes, environmental concerns, or financial performance indicate a need for plan reassessment.	Review clients' accounts and plans regularly to determine whether life changes, economic changes, environmental concerns, or financial performance indicate a need for plan reassessment.	20183	Core
onet.org.ai	Task	Manage_Client_Portfolios_Keeping_Client_Plans_Up_To_Date	Manage client portfolios, keeping client plans up-to-date.	Manage client portfolios, keeping client plans up-to-date.	20184	Core
onet.org.ai	Task	Recommend_To_Clients_Strategies_In_Cash_Management_Insurance_Coverage_Investment_Planning_Or_Other_Areas_To_Help_Them_Achieve_Their_Financial_Goals	Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.	Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.	20182	Core
onet.org.ai	Task	Recommend_Financial_Products_Such_As_Stocks_Bonds_Mutual_Funds_Or_Insurance	Recommend financial products, such as stocks, bonds, mutual funds, or insurance.	Recommend financial products, such as stocks, bonds, mutual funds, or insurance.	20189	Core
onet.org.ai	Task	Implement_Financial_Planning_Recommendations_Or_Refer_Clients_To_Someone_Who_Can_Assist_Them_With_Plan_Implementation	Implement financial planning recommendations, or refer clients to someone who can assist them with plan implementation.	Implement financial planning recommendations, or refer clients to someone who can assist them with plan implementation.	12909	Core
onet.org.ai	Task	Contact_Clients_Periodically_To_Determine_Any_Changes_In_Their_Financial_Status	Contact clients periodically to determine any changes in their financial status.	Contact clients periodically to determine any changes in their financial status.	12915	Core
onet.org.ai	Task	Prepare_Or_Interpret_For_Clients_Information_Such_As_Investment_Performance_Reports_Financial_Document_Summaries_Or_Income_Projections	Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.	Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.	12913	Core
onet.org.ai	Task	Explain_To_Clients_The_Personal_Financial_Advisors_Responsibilities_And_The_Types_Of_Services_To_Be_Provided	Explain to clients the personal financial advisor's responsibilities and the types of services to be provided.	Explain to clients the personal financial advisor's responsibilities and the types of services to be provided.	20186	Core
onet.org.ai	Task	Investigate_Available_Investment_Opportunities_To_Determine_Compatibility_With_Client_Financial_Plans	Investigate available investment opportunities to determine compatibility with client financial plans.	Investigate available investment opportunities to determine compatibility with client financial plans.	20187	Core
