$id	$type	$context	name	description	code	hierarchyID
https://apqc.org.ai/Process/10156	https://apqc.org.ai/Process	https://apqc.org.ai	Determine costs of marketing	Calculating the total cost of marketing the organization's portfolio of products/services. Calculate the total outlay needed for promoting, selling, and delivering the organization's products/services to customers. Account for all costs to acquire customers and sustain a relationship with them. Include the expenses needed for promotional actives, warehousing, transactional costs, and distribution of the organization's offering.	10156	3.3.2.2
https://apqc.org.ai/Process/10157	https://apqc.org.ai/Process	https://apqc.org.ai	Create marketing budget	Estimating the outlay required for promoting, selling, and distributing the products/services of the organization. Add up the expenses of all activities necessitated in marketing, such as promotional campaigns, advertising, marketing communications, PR campaigns, employing skilled personnel, and office space.	10157	3.3.2.3
https://apqc.org.ai/Process/17683	https://apqc.org.ai/Process	https://apqc.org.ai	Determine projected ROI for marketing investment	Estimating how much profit the company would generate for its expenses on marketing . Forecasted return on investment, used as a metric to gauge the efficiency of marketing, is beneficial in revising marketing budgets and adjusting costs to improve the overall yield. 	17683	3.3.2.4
https://apqc.org.ai/Process/11484	https://apqc.org.ai/Process	https://apqc.org.ai	Design and execute brand and product marketing programs	Design and execute brand and product marketing programs	11484	3.3.3
https://apqc.org.ai/Process/10158	https://apqc.org.ai/Process	https://apqc.org.ai	Define advertising media objectives and strategy	Creating a set of general objectives that the organization aims to achieve through the use of various media vehicles, for its marketing efforts. Outline the intention and purpose in using certain media channels for the marketing and promotion of its products/services. Create a media plan with specific goals for media channels.	10158	3.3.3.1
https://apqc.org.ai/Process/11485	https://apqc.org.ai/Process	https://apqc.org.ai	Develop advertising	Develop advertising	11485	3.3.3.2
https://apqc.org.ai/Process/11390	https://apqc.org.ai/Process	https://apqc.org.ai	Design preliminary sales collateral, point-of-sale (POS) and promotion prototypes	Design preliminary sales collateral, point-of-sale (POS) and promotion prototypes	11390	3.3.3.3
https://apqc.org.ai/Process/11486	https://apqc.org.ai/Process	https://apqc.org.ai	Engage third-party advertising agency	Engage third-party advertising agency	11486	3.3.3.4
https://apqc.org.ai/Process/10161	https://apqc.org.ai/Process	https://apqc.org.ai	Engage media provider	Enrolling the services of certain media providers, who employ marketing channels that are appropriate for target audience. Analyze vendors over several criteria, including channels appropriate for these populations, price points, turnaround time, reliability, quality of deliverables, etc.	10161	3.3.3.5
https://apqc.org.ai/Process/11487	https://apqc.org.ai/Process	https://apqc.org.ai	Align marketing programs with consumer service strategy	Align marketing programs with consumer service strategy	11487	3.3.3.6
https://apqc.org.ai/Process/11488	https://apqc.org.ai/Process	https://apqc.org.ai	Develop product sales projection	Develop product sales projection	11488	3.3.3.7
https://apqc.org.ai/Process/11387	https://apqc.org.ai/Process	https://apqc.org.ai	Plan preliminary media buys (print, television, radio)	Plan preliminary media buys (print, television, radio)	11387	3.3.3.8
https://apqc.org.ai/Process/10162	https://apqc.org.ai/Process	https://apqc.org.ai	Develop and execute advertising	Developing and delivering advertising messages to the target audience, with the objective of influencing their purchasing decisions. Create advertising campaigns geared to specific offerings, and deliver through the media providers. Create content (textual and visual) that is highly contextualized to deliver the message in a specific manner. Consider enlisting specialized professional services.	10162	3.3.3.9
https://apqc.org.ai/Process/11410	https://apqc.org.ai/Process	https://apqc.org.ai	Create and release final advertising	Create and release final advertising	11410	3.3.3.9.1
https://apqc.org.ai/Process/11253	https://apqc.org.ai/Process	https://apqc.org.ai	Develop and execute other marketing campaigns/programs	Designing and executing additional marketing campaigns, besides advertising, including undercover marketing, relationship marketing, sponsorships, viral marketing, social media marketing, thought-leadership, and content marketing.	11253	3.3.3.10
https://apqc.org.ai/Process/11254	https://apqc.org.ai/Process	https://apqc.org.ai	Assess brand/product marketing plan performance	Examining the performance of all marketing efforts, across multiple parameters in order create an optimal marketing mix. Examine these programs on various aspects, such as return on investment, brand penetration, brand sentiment, and brand impact. Leverage focus groups, client feedback, customer engagement tracking, analytics over customer decisions, activity over the marketing channels employed, etc. Survey the performance of all marketing programs.	11254	3.3.3.11
https://apqc.org.ai/Process/20593	https://apqc.org.ai/Process	https://apqc.org.ai	Develop and manage pricing	Determining and maintaining a pricing mechanism based on forecasted sales and that enables a pricing equilibrium for the lifecycles of products/services. Create a pricing mechanism, factoring in attributes relating to the market, customers, sales, and the cost of production. Implement this pricing mechanism over all products/services. Analyze its performance, and adjust accordingly.	20593	3.3.4
https://apqc.org.ai/Process/20009	https://apqc.org.ai/Process	https://apqc.org.ai	Understand resource requirements for each product/service and delivery channel/method	Determining the production and distribution costs for each product or service, and each channel or method as factors in determining overall pricing.	20009	3.3.4.1
https://apqc.org.ai/Process/18948	https://apqc.org.ai/Process	https://apqc.org.ai	Determine corporate incentives	Introducing financial inducements, such as discounts, to distributors, resellers or vendors as a motivation to prioritize selling company's products or services over those of its competitors.	18948	3.3.4.2
https://apqc.org.ai/Process/19645	https://apqc.org.ai/Process	https://apqc.org.ai	Conduct competitive pricing review (online, offline etc.)	Conduct competitive pricing review (online, offline etc.)	19645	3.3.4.3
https://apqc.org.ai/Process/10163	https://apqc.org.ai/Process	https://apqc.org.ai	Determine pricing based on volume/unit forecast	Establishing a dynamic pricing mechanism for the organization's offerings that is supported by the number of units in production. Outline a system for determining the optimum price point for each product/service. Based this model on an estimation of the volume of anticipated sales for each offering and variable costs.	10163	3.3.4.4
https://apqc.org.ai/Process/11494	https://apqc.org.ai/Process	https://apqc.org.ai	Determine customer segment specific pricing	Determine customer segment specific pricing	11494	3.3.4.5
https://apqc.org.ai/Process/10164	https://apqc.org.ai/Process	https://apqc.org.ai	Execute pricing plan	Implementing the pricing mechanism to determine prices for all individual offerings in the organizational portfolio. Calculate the prices of all offerings based on the established methodology and/or formulaic structure.	10164	3.3.4.6
https://apqc.org.ai/Process/10165	https://apqc.org.ai/Process	https://apqc.org.ai	Evaluate pricing performance	Examining the efficiency of pricing with the objective of identifying any divergence from the equilibrium prices and avoiding any deadweight loss. Gauge the performance of the pricing plan by tracking growth in the revenue and/or customer uptake, secured as a result of new prices. Measure the performance of pricing by periodically checking the profits generated from the sale of each of the organization's offerings against the backdrop of any events that may have influenced the uptake of a certain good/service by the customer base.	10165	3.3.4.7
https://apqc.org.ai/Process/10166	https://apqc.org.ai/Process	https://apqc.org.ai	Refine pricing as needed	Refining the pricing mechanism to create equitable prices for all products/services with the objective of maximizing the profits and/or customer uptake of these offerings. Reconcile the pricing mechanism in order to achieve equilibrium pricing. Adjust the prices for all of the organization's offerings, using the insights gleaned from examining how much profit or customer uptake is generated by the present pricing strategy.	10166	3.3.4.8
https://apqc.org.ai/Process/11495	https://apqc.org.ai/Process	https://apqc.org.ai	Implement promotional pricing programs	Managing schemes that offer lower pricing for a limited time as a promotional and sales incentive when launching a new product or a service. 	11495	3.3.4.9
https://apqc.org.ai/Process/11496	https://apqc.org.ai/Process	https://apqc.org.ai	Implement other retail pricing programs	Determining the optimum consumer pricing for each product or service at the point of sale, based on production and distribution costs and estimated sales volume.	11496	3.3.4.10
https://apqc.org.ai/Process/11497	https://apqc.org.ai/Process	https://apqc.org.ai	Communicate and implement price changes	Assigning new prices or pricing adjustments to products or services to replace the original base prices. Update the prices in product catalogs and databases, and disseminate the information through all involved distribution and marketing channels.	11497	3.3.4.11
https://apqc.org.ai/Process/17684	https://apqc.org.ai/Process	https://apqc.org.ai	Achieve regulatory approval for pricing	Obtaining internal price approvals and governmental approvals that are required for licensed products and for products that can be reimbursed by the government.	17684	3.3.4.12
https://apqc.org.ai/Process/20010	https://apqc.org.ai/Process	https://apqc.org.ai	Develop and manage promotional activities	Conceptualizing, testing, and executing product/service/brand promotions. Once a promotion has launched, this process continues as the organization tweaks parts of the promotion or chooses to use ideas or lessons learned during the promotion in future activities. The promotion's performance according to organizational measures is also evaluated in this process. Determine early on whether you need third party help with promotion. Purchase lists, consult with social media experts, hire seasonal staff, or pay for additional research.	20010	3.3.5
https://apqc.org.ai/Process/10167	https://apqc.org.ai/Process	https://apqc.org.ai	Define promotional concepts and objectives	Outlining a conceptual framework for all promotional activity in order to create an overarching aspiration and ensure consistency. Create a plan for running promotional programs and designing the associated activities in order to increase visibility or sales. Determine how the organization quantifies what it wishes to achieve from these activities, what sort of messages the organization comfortable publicizing, what channels the organization wishes to employ, etc.	10167	3.3.5.1
https://apqc.org.ai/Process/10159	https://apqc.org.ai/Process	https://apqc.org.ai	Develop marketing messages	Developing the central messages for a segment of its customers. Craft concise statements that position the value proposition of individual products/services around the pressing concerns in the market, thereby showing how the organization's offerings are the right fit for the customers.	10159	3.3.5.2
https://apqc.org.ai/Process/10160	https://apqc.org.ai/Process	https://apqc.org.ai	Define target audience	Determining the appropriate audience to direct marketing efforts at. Identify the particular group of customers to target. Discover the appropriate customer groups at a micro-level. Use techniques such as segmentation analysis, whereby the entire population is sliced according to certain demographic or behavioral attributes.	10160	3.3.5.3
https://apqc.org.ai/Process/10168	https://apqc.org.ai/Process	https://apqc.org.ai	Plan and test promotional activities	Developing a scheme for executing the promotional programs and campaigns, and testing these on sample audiences. Create a program plan, and carry out trials for promotional activities. Develop a scheme for how, when, where, and by whom the promotional schemes and campaigns will be deployed. Design incentives that convince or tempt the consumer to take up the organization's offerings. Conduct focus groups and pilot programs that reach out to a smaller number of people from among the target audiences to validate effectiveness.	10168	3.3.5.4
https://apqc.org.ai/Process/10169	https://apqc.org.ai/Process	https://apqc.org.ai	Execute promotional activities	Executing promotional programs in the market for reaching out to the desired customer segments. Implement the promotional schemes and campaigns. Create collaterals for the dissemination of information about the product, product line, brand, or company to the target audiences in an effective manner. Leverage relationships with distributors, vendors, and retailers. Consider enlisting professional services such as design, PR, and advertising firms.	10169	3.3.5.5
https://apqc.org.ai/Process/10170	https://apqc.org.ai/Process	https://apqc.org.ai	Evaluate promotional performance metrics	Evaluating the success of promotional programs through metrics that track the impact of these activities. Examine the performance of promotional activities. Measure the success of these programs through metrics representative of customer uptake, market penetration, sustenance of impact created, revenue growth through offerings marketed, etc. Measure through primary data collection. Analyze through various statistical techniques to generate insights.	10170	3.3.5.6
https://apqc.org.ai/Process/10171	https://apqc.org.ai/Process	https://apqc.org.ai	Refine promotional performance metrics	Fine-tuning promotional activities by employing the insights gleaned from the quantitative, as well as any qualitative, performance evaluations. Change certain attributes of the schemes, campaigns, and programs deployed in order to increase the impact generated, in terms of measures already agreed upon such as customer uptake, market penetration, sustenance of impact created, and revenue growth through offerings marketed.	10171	3.3.5.7
https://apqc.org.ai/Process/10172	https://apqc.org.ai/Process	https://apqc.org.ai	Incorporate learning into future/planned consumer promotions	Incorporating the understanding developed by studying promotional activities as well as refining them. Include the best practices and value-enhancing attributes identified in Refine promotional activities [10171] into similarly planned schemes, programs, and campaigns. Adjust promotional activities to further increase the effectiveness of the overall promotional efforts.	10172	3.3.5.8
https://apqc.org.ai/Process/11500	https://apqc.org.ai/Process	https://apqc.org.ai	Manage trade pricing, promotions and allowances	Manage trade pricing, promotions and allowances	11500	3.3.6
https://apqc.org.ai/Process/11501	https://apqc.org.ai/Process	https://apqc.org.ai	Develop customer trade investment plan	Develop customer trade investment plan	11501	3.3.6.1
https://apqc.org.ai/Process/11502	https://apqc.org.ai/Process	https://apqc.org.ai	Approve investment plan	Approve investment plan	11502	3.3.6.2
https://apqc.org.ai/Process/11503	https://apqc.org.ai/Process	https://apqc.org.ai	Execute investment plan	Execute investment plan	11503	3.3.6.3
https://apqc.org.ai/Process/11504	https://apqc.org.ai/Process	https://apqc.org.ai	Manage payments and deductions	Manage payments and deductions	11504	3.3.6.4
https://apqc.org.ai/Process/11682	https://apqc.org.ai/Process	https://apqc.org.ai	Evaluate and manage event performance	Evaluate and manage event performance	11682	3.3.6.5
https://apqc.org.ai/Process/11505	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer profitability	Analyze customer profitability	11505	3.3.6.6
https://apqc.org.ai/Process/10153	https://apqc.org.ai/Process	https://apqc.org.ai	Track customer management measures	Collating all customer-centered metrics. The objective is to create a big-picture view of the customers' mindset and their behavior pertaining to the organization's offerings.	10153	3.3.7
https://apqc.org.ai/Process/10173	https://apqc.org.ai/Process	https://apqc.org.ai	Determine customer lifetime value	Estimating customer loyalty and the average contribution made by them to revenues, over their lifespan. Use metrics to quantify the commitment of customers to the offerings of the organization, such as measures of tendency to switch brands/providers, number/proportion of return customers, and the number of customers using multiple substitutable offerings.	10173	3.3.7.1
https://apqc.org.ai/Process/10174	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer revenue trend	Analyzing the revenue stream generated by the sale of the organization's products/services in order to identify trends therein. Examine data relating to the inflow of revenue from individual/groups of customers in order to identify patterns in the generation and sustenance of receivables. Conduct statistical analysis over the stream of revenue collected and the point of origin associated with each unit of sale through metrics such as the accounting rate of return, the GAAP revenue over a given period, and customer lifetime revenue.	10174	3.3.7.2
https://apqc.org.ai/Process/10175	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer attrition and retention rates	Calculating measures that capture the proportion of customers the organization is able to retain to those it is losing. Compute metrics such as the tendency to switch brands/providers and the proportion of return customers to comprehend the trends within the customer attrition and retention rates.	10175	3.3.7.3
https://apqc.org.ai/Process/10176	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer metrics	Studying all measures of the customer's behavior and conduct toward the organization's offerings in order to glean insight and identify patterns into their decision making. Closely examine all categories of data sets over a customer base. Analyze data points related to customer loyalty, retention, value, conversion, level of satisfaction, attrition, etc. Flesh out measures for an all-encompassing analysis that provides a macro-level picture of the customer's behavior and mindset related to the organization's products/services.	10176	3.3.7.4
https://apqc.org.ai/Process/11506	https://apqc.org.ai/Process	https://apqc.org.ai	Assess integrated sales and demand plan performance	Assess integrated sales and demand plan performance	11506	3.3.7.5
https://apqc.org.ai/Process/10177	https://apqc.org.ai/Process	https://apqc.org.ai	Revise customer strategies, objectives, and plans based on metrics	Reviewing and reappraising the strategies, objectives, and plans for all customer-centered processes. Revisit all customer-focused processes and activities--which relate to their acquisition, conversion, and retention--with the objective of revising them in light of customer analysis. Revise accordingly.	10177	3.3.7.6
https://apqc.org.ai/Process/16613	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze and respond to customer insight	Reviewing and responding to customer feedback. Create tickets to initiate bug fixes or to propose feature updates. Monitor and track progress.	16613	3.3.8
https://apqc.org.ai/Process/16627	https://apqc.org.ai/Process	https://apqc.org.ai	Monitor and respond to social media activity	Following postings on social media to promote offerings, raise brand awareness, interact with customers, increase customer engagement and brand loyalty, respond to queries, gauge sentiment regarding company's products or services, and to derive customer insight.	16627	3.3.8.1
https://apqc.org.ai/Process/16614	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer website activity	Examining user activity on company, vendor or reseller websites to improve traffic on and to the website, improve user experience on the website to simplify purchasing process and encourage repeat purchases, and to increase the site's visibility in search engine results. Various metrics can be used to measure user activity, such as number of users who are new, returning or unique, time spent on page, session duration, bounce rate, click through rate, conversion rate, and others.	16614	3.3.8.2
https://apqc.org.ai/Process/16615	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze customer purchase patterns	Conducting analyses to uncover customer purchasing habits. Detect patterns and categorize users based on similar characteristics and behaviors, demographic information, geographic location, search history, etc.	16615	3.3.8.3
https://apqc.org.ai/Process/16616	https://apqc.org.ai/Process	https://apqc.org.ai	Develop business rules to provide personalized offers	Creating formulas for personalized offers, purchasing recommendations and targeted advertisements for customers on the basis of previously detected purchase patterns [16615].	16616	3.3.8.4
https://apqc.org.ai/Process/16617	https://apqc.org.ai/Process	https://apqc.org.ai	Monitor effectiveness of personalized offers and adjust offers accordingly	Analyzing how well the targeted offers perform to see whether they result in an increased conversion rate. Reanalyze the purchase patterns or modify those business rules that are produce effective recommendations.	16617	3.3.8.5
https://apqc.org.ai/Process/10154	https://apqc.org.ai/Process	https://apqc.org.ai	Develop and manage packaging strategy	Creating, executing, and administering a strategic road map for packaging products/services. Determine how to package products/services into finished offerings that can be directly marketed to prospective customers. Consider physicality, perishability, and shelf-life. Develop a strategy for packaging products/services. Test alternatives. Collect feedback. Refine the option chosen for execution. Have marketing, product development, and supply chain functions work together to develop sound packaging.	10154	3.3.9
https://apqc.org.ai/Process/10178	https://apqc.org.ai/Process	https://apqc.org.ai	Plan packaging strategy	Creating a strategic road map for how to package products/services into desirable solutions while increasing profitability. Create a scheme for how the organization will bundle and wrap its products/services into a presentable and sellable offering. Consider what aspects or components of an offering the organization can extract the maximum revenue from, and reduce the less profitable constituents while maintaining a high perceptible value for the customers. Balance maximizing profit with benefits to the customer.	10178	3.3.9.1
https://apqc.org.ai/Process/10179	https://apqc.org.ai/Process	https://apqc.org.ai	Test packaging options	Piloting the packaged products/services in the market with a test audience. Create trial runs using techniques such as focus groups of the final product, wrapped and bundled.	10179	3.3.9.2
https://apqc.org.ai/Process/10180	https://apqc.org.ai/Process	https://apqc.org.ai	Execute packaging strategy	Implementing the final packaging. Put into action the packaging strategy in light of the insights accumulated from testing various options.	10180	3.3.9.3
https://apqc.org.ai/Process/10181	https://apqc.org.ai/Process	https://apqc.org.ai	Refine packaging	Fine-tuning the packaging that has been developed and tested using insights gleaned from feedback. 	10181	3.3.9.4
https://apqc.org.ai/Process/16629	https://apqc.org.ai/Process	https://apqc.org.ai	Manage product marketing content	Creating descriptions of products that are promotional and informative in content in order to initiate and increase sales. Marketing content consists of text, and optionally, images.	16629	3.3.10
https://apqc.org.ai/Process/16630	https://apqc.org.ai/Process	https://apqc.org.ai	Manage product images	Producing or overseeing the creation or acquisition of photos, images and graphics for a product description, advertisement or a website. Like the copy [18131], product images are chosen and edited to enhance the product description and to convince consumers to purchase the product.	16630	3.3.10.1
https://apqc.org.ai/Process/18130	https://apqc.org.ai/Process	https://apqc.org.ai	Manage product copy	Authoring or overseeing the creation of the textual portion of a product description, advertisement, or web page, including the headline, body, product attributes, and brand or advertiser information. A copy is designed to provide information about the product and to catch and hold the interest of prospective buyers long enough to persuade them to make a purchase. The copy of a website is called its content. 	18130	3.3.10.2
https://apqc.org.ai/Process/10103	https://apqc.org.ai/Process	https://apqc.org.ai	Develop trade customer sales strategy	Developing concrete plans for guiding and providing support to the sales function. Chart a road map for the sales function, including an analysis of historical sales data to create forecasts for anticipated sales, forming sales targets, forging partnerships with other economic agents to boost sales, devising a budget for this function, and determining metrics to measure customer management activities as well as progress in achieving sales targets.	10103	3.4
https://apqc.org.ai/Process/10129	https://apqc.org.ai/Process	https://apqc.org.ai	Develop sales forecast	Developing a sales forecast for the organization's portfolio of offerings, bearing in mind the effect of promotional events, and fine-tuning these in the context of the new forecast. Estimate the future demand for the organization's products/services by analyzing historical information and any promotional activity.	10129	3.4.1
https://apqc.org.ai/Process/10134	https://apqc.org.ai/Process	https://apqc.org.ai	Gather current and historic order information	Gathering all information about sales orders into an index. Create a directory of all sales orders, whether open or those which have been fulfilled. Track what product/service was ordered, the quantity ordered, who ordered it, the delivery date, the shipping method, the unit price and line total, payment terms, and any discount applied.	10134	3.4.1.1
https://apqc.org.ai/Process/19642	https://apqc.org.ai/Process	https://apqc.org.ai	Gather post event analysis tracking of sales at retail	Gather post event analysis tracking of sales at retail	19642	3.4.1.1.1
https://apqc.org.ai/Process/19643	https://apqc.org.ai/Process	https://apqc.org.ai	Gather sales/inventory data from retail for trade wide sales forecast	Gather sales/inventory data from retail for trade wide sales forecast	19643	3.4.1.1.2
https://apqc.org.ai/Process/10135	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze sales trends and patterns	Analyzing sales order data to identify patterns in order to capitalize on emerging trends in the industry or the economy. Closely examine the directory of sales orders. Discern any patterns from this index, which is representative of the demand for the organization's offerings. Identify trends among the various segments of the organization's customer base to create forecasts. Glean patterns from this analysis, including the triangulation of segments that are showing the most growth in demand or those that represent the highest decline revenue, industry-wide trends such as decline/boost in overall demand, and any unusual trends that lie outside of the organization's expectations.	10135	3.4.1.2
https://apqc.org.ai/Process/10136	https://apqc.org.ai/Process	https://apqc.org.ai	Generate sales forecast	Calculating the future demand for the organization's products/services. Use the trends and patterns identified in the sales data to estimate future demand. Use forecast to prepare for future customer demand and to recalibrate the strategic course of functions and business units.	10136	3.4.1.3
https://apqc.org.ai/Process/11459	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze point of sales (POS) data and market/competitive information	Analyze point of sales (POS) data and market/competitive information	11459	3.4.1.4
https://apqc.org.ai/Process/10137	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze historical and planned promotions and events	Reviewing promotional activities' effect on the sales orders. Analyze all promotional events and campaigns that the organization has already employed or is planning to deploy. 	10137	3.4.1.5
https://apqc.org.ai/Process/10130	https://apqc.org.ai/Process	https://apqc.org.ai	Develop sales partner/alliance relationships	Cultivating an alliance of partners by identifying, analyzing, negotiating, and managing partnerships with other economic agents.	10130	3.4.2
https://apqc.org.ai/Process/11460	https://apqc.org.ai/Process	https://apqc.org.ai	Manage data source vendors	Manage data source vendors	11460	3.4.2.1
https://apqc.org.ai/Process/10138	https://apqc.org.ai/Process	https://apqc.org.ai	Identify alliance opportunities	Identifying collaboration opportunities for selling, marketing, and distributing the organization's products/services. Determine any scope for partnering with other economic agents, with synergies for the marketing, sales, and/or distribution of the organization's products/services. Identify alliance opportunities that target customer segments who would be interested.	10138	3.4.2.2
https://apqc.org.ai/Process/10139	https://apqc.org.ai/Process	https://apqc.org.ai	Design alliance programs and methods for selecting and managing relationships	Creating the frameworks needed to select alliance partners, and maintaining relationships with them. Create a framework for structured programs that can receive and support multiple alliances. Clearly outline the responsibilities and benefits of the alliance partners. Create frameworks for selecting the right alliance partners, and maintain a relationship with them. Create or repurpose teams of relationship managers and outline a methodology for selecting alliance partners.	10139	3.4.2.3
https://apqc.org.ai/Process/10140	https://apqc.org.ai/Process	https://apqc.org.ai	Select alliances	Choosing alliance partners using the selected programs and methodology. Select the most feasible and profitable alliance partners, based on Design alliance programs and methods for selecting and managing relationships [10139] and through a careful scrutiny of the potential alliance.	10140	3.4.2.4
https://apqc.org.ai/Process/11465	https://apqc.org.ai/Process	https://apqc.org.ai	Develop customer trade strategy and customer objectives/targets	Implementing category management strategies for customers through the use of consumer insights and understanding of customer specifics. Develop consumer and channel insights. Establish long term strategies, objectives and targets across the brand.	11465	3.4.2.5
https://apqc.org.ai/Process/11521	https://apqc.org.ai/Process	https://apqc.org.ai	Define trade programs and funding options	Establishing business-to-business marketing campaigns and financial incentives for wholesalers, dealers, distributors and other intermediaries that the company uses to distribute its products or services.	11521	3.4.2.6
https://apqc.org.ai/Process/11466	https://apqc.org.ai/Process	https://apqc.org.ai	Conduct planning activities for major trade customers	Arranging meetings with trade partners to coordinate logistics, manage critical resources, resolve bottlenecks, and schedule urgent or time-sensitive matters.	11466	3.4.2.7
https://apqc.org.ai/Process/11467	https://apqc.org.ai/Process	https://apqc.org.ai	Collaborate with trade customers to create sales and promo plan	Collaborate with trade customers to create sales and promo plan	11467	3.4.2.8
https://apqc.org.ai/Process/10141	https://apqc.org.ai/Process	https://apqc.org.ai	Develop partner and alliance management strategies	Designing strategies for effectively managing, identifying, and countering any possible issues from the alliance partnerships formed. Create a strategic road map for managing the partnerships forged through Design alliance programs and methods for selecting and managing relationships [10139]. Determine where the alliance partnerships are headed, possible problems or pushback from the partners, how these issues might be countered, how these alliance partnerships would evolve in the future, any other business cases where these partnerships might be deployed, etc.	10141	3.4.2.9
https://apqc.org.ai/Process/10142	https://apqc.org.ai/Process	https://apqc.org.ai	Establish partner and alliance management goals	Setting targets for organizational achievement. This includes what the organization aims to achieve from and how it wishes to manage both the individual partners and the alliance as a whole. Set immediate through long-term goals including revenue targets, market penetration, footfall numbers, and geographical coverage.	10142	3.4.2.10
https://apqc.org.ai/Process/18629	https://apqc.org.ai/Process	https://apqc.org.ai	Establish partner and alliance agreements	Setting up strategic alliances with key trade partners and ratifying partnership agreements.	18629	3.4.2.11
https://apqc.org.ai/Process/11461	https://apqc.org.ai/Process	https://apqc.org.ai	Manage database and fulfillment vendors	Manage database and fulfillment vendors	11461	3.4.2.12
https://apqc.org.ai/Process/11462	https://apqc.org.ai/Process	https://apqc.org.ai	Manage creative/media service providers	Manage creative/media service providers	11462	3.4.2.13
https://apqc.org.ai/Process/11522	https://apqc.org.ai/Process	https://apqc.org.ai	Develop promotional and category management calendars (trade marketing calendars)	Combining scheduled promotional, category management and trade marketing events into unified timetables. Update the calendars. Register new events.	11522	3.4.2.14
https://apqc.org.ai/Process/11523	https://apqc.org.ai/Process	https://apqc.org.ai	Create strategic and tactical sales plans by customer	Establishing long term customer sales plans to assess current sales and to determine future sales objectives, strategies for achieving the goals, and available resources.	11523	3.4.2.15
https://apqc.org.ai/Process/11468	https://apqc.org.ai/Process	https://apqc.org.ai	Communicate planning information to customer teams	Sending invitations and distributing information about upcoming events to customer teams and other involved entities.	11468	3.4.2.16
https://apqc.org.ai/Process/11469	https://apqc.org.ai/Process	https://apqc.org.ai	Perform category management	Perform category management	11469	3.4.3
https://apqc.org.ai/Process/11470	https://apqc.org.ai/Process	https://apqc.org.ai	Analyze category/product positioning and performance	Analyze category/product positioning and performance	11470	3.4.3.1
https://apqc.org.ai/Process/11471	https://apqc.org.ai/Process	https://apqc.org.ai	Select category/product strategy	Select category/product strategy	11471	3.4.3.2
https://apqc.org.ai/Process/10131	https://apqc.org.ai/Process	https://apqc.org.ai	Establish overall sales budgets	Setting up a financial plan for the sales function. Calculate the estimated sales revenue and costs, which helps in calculating the overall net profit. Create a sound plan for resource outlay by comparing the forecast with historical data.	10131	3.4.4
https://apqc.org.ai/Process/17682	https://apqc.org.ai/Process	https://apqc.org.ai	Calculate product market share	Determining the percentage of total sales volume in the market for a particular product.	17682	3.4.4.1
https://apqc.org.ai/Process/10143	https://apqc.org.ai/Process	https://apqc.org.ai	Calculate product revenue	Estimating revenue from the sale of products/services. Approximate the anticipated sale of products/services and multiply it by the selling price of the respective offering. (This represents the total amount of money that the organization receives from the sale of its portfolio of offerings.)	10143	3.4.4.2
https://apqc.org.ai/Process/10144	https://apqc.org.ai/Process	https://apqc.org.ai	Determine variable costs	Calculating the variable costs of production. Approximate those costs that depend on the volume of products/services produced by the organization.	10144	3.4.4.3
https://apqc.org.ai/Process/10145	https://apqc.org.ai/Process	https://apqc.org.ai	Determine overhead and fixed costs	Calculating the overhead costs associated with selling the organization's products/services. Determine fixed costs that are not directly related to the volume of products/services processed or the sale of these offerings (e.g., expense over machinery and equipment).	10145	3.4.4.4
https://apqc.org.ai/Process/10146	https://apqc.org.ai/Process	https://apqc.org.ai	Calculate net profit	Calculating the net income. Calculate the organization's profitability by accounting for Determine overhead and fixed costs [10145] and Determine variable costs [10144].	10146	3.4.4.5
https://apqc.org.ai/Process/10147	https://apqc.org.ai/Process	https://apqc.org.ai	Create budget	Creating a plan in measurable terms for the financial outlay that best captures resource allocation for the sales forecast. Consider the outlay of capital, HR, raw materials, and provisions needed to reach sales targets.	10147	3.4.4.6
https://apqc.org.ai/Process/11463	https://apqc.org.ai/Process	https://apqc.org.ai	Allocate marketing budget	Allocate marketing budget	11463	3.4.4.7
https://apqc.org.ai/Process/10132	https://apqc.org.ai/Process	https://apqc.org.ai	Establish sales goals and measures	Establishing specific quantitative and qualitative measures of realizing sales targets. Create sales targets by analyzing historical sales data and comparing the forecasts to results, in light of customer and market intelligence. Examine the performance of sales personnel in light of market opportunities. Based on this review, establish sales targets along with metrics to quantify these goals, corresponding with the overall business strategy.	10132	3.4.5
https://apqc.org.ai/Process/11478	https://apqc.org.ai/Process	https://apqc.org.ai	Establish customer management goals, and strategies	Developing the business plan, strategy, targets, and funding options for major customer accounts.  Planning activities are conducted and in collaboration with these key accounts, sales and promotional plans are created.  For each account, promotional and category management calendars are created as well as strategic and tactical sales plans, all of which is communicated to the customer account teams.	11478	3.4.6
